alpha,tau,th 1,th 2,th 3,th 4,th 5
4.116181185524768,1.4277827190688375,2.3424797939071564,1.736987619402658,-1.3701108133453577,-0.5055748825053782,-0.06464041611969844
2.556394480398325,0.4344518387673981,0.9111330132189319,3.020643393320886,0.4242940471349857,-2.178496099497703,1.9696601217918883
2.0068064446071876,0.6758084951477012,1.5461485547999378,1.050333669305001,-0.23422212672607792,-0.15219907289204163,-0.12072825187351637
3.2217150629738915,0.5964587954734296,3.0850205606911545,-0.2745922057278609,0.3220636333494097,3.2807733482801886,-4.2049517481307195
2.866657044598535,0.3845952336303231,-2.09620547687732,-1.005091539143214,1.6854223208144263,0.25501856569950243,1.2170338165855703
3.6889988496692445,0.8092176809486559,-0.48668549573867514,-0.14017854740430644,1.1637737054110981,0.6134473161779314,-0.09878940708607772
2.2886188335836066,0.9212052170483542,1.8419683728188931,3.30981599513872,0.37285961613015295,-2.0769415884157265,-0.8494185103947075
3.3367596630849468,1.0701230818369727,0.15514720760560582,1.2012610057384336,0.8049469393445644,-0.2503181217866302,0.16425276195862037
3.455033100372623,0.7867880066067547,0.027676766637125347,1.9132833560376872,1.7729246767030025,0.01352286034418486,0.8890060773664609
3.452005202094668,1.3317761668319004,-0.11819454191885163,1.4550858316266009,0.8607871341796249,-0.447884072091342,0.4452990536038093
1.8942989088426525,0.41932867341214813,-0.05757996534860721,3.360758773229526,1.8772970872538648,-1.5720579888127157,-1.3063890072518036
3.129817471533715,0.4955363676984103,-0.18491486686507425,0.9943632609054288,0.5432650340223666,-0.6071273876849409,0.9064380851483187
2.8279675583905326,0.7255481673207441,0.9660091509485412,-1.2615541914944408,0.9856619113415159,2.5556772998192936,0.3016978451778955
3.4859820162927964,0.913287308232341,0.053217731521226434,0.611382176572202,0.4034489931651204,-0.1631802182664076,1.3006436316427692
4.488958996877907,0.9920094774705581,0.16489622059953474,0.8116539529175211,0.5657694250739252,-0.14283010004935182,0.5114613549222973
1.9977846022115944,0.5283665210207291,-2.844854974963837,-1.3115886265604,3.632240181271371,2.2743009433347803,-0.5167806227795653
3.0957420140472647,1.109341089602779,0.4135824033428446,0.5463744162414145,0.6427079119592745,0.5474277510624204,-0.16185803531705523
4.933555452326745,1.917668773389522,0.9518643465851665,1.279613239504448,-0.3413637386261399,-0.5402079848000769,-0.06282448898092628
2.7468670125886203,0.8848435438321034,2.554846662381246,3.8581418293489005,0.17141234236229458,-1.7201665234696593,-2.4637184454648757
2.9534455600674794,0.5041972754744355,-1.7756063763717125,0.5210024308824093,3.1538909397737234,1.3043600613628208,-1.9751914215360973
2.1183627389330666,0.5019870623226048,0.3936055816971382,2.2546402939715606,1.7255710864878295,0.6086079129220237,-1.2161325365651676
3.483022661903882,0.6312972545131137,1.3599343413254714,2.6022323607505817,0.07181722222820196,-1.2880461274690735,-2.0447102257665697
4.272040227633348,0.8742233171126025,0.5619973354271374,0.21768988321579272,0.20492129319600627,0.5063036717344075,-0.04057696978912275
1.4306487795988239,0.5213557619029893,2.9555993422001903,-2.389754622472165,-2.847516714922951,0.8892551343827143,0.9569209964675945
2.2650811349660005,0.4225626168995075,2.766867325799249,0.7692889563168486,-1.3634801222999653,0.0805286582713642,-0.18331847011927435
3.2480728287249394,1.0762559536437766,-0.5752278118876698,0.532688873499379,1.4869652784321494,0.7665169159835403,-0.7459624531694595
2.643187185668224,0.9886734970346243,1.929452817667077,0.5077154516899808,-0.3048937344725836,1.1726463274563204,-0.7315622547379427
1.8164961300574403,0.20563792750438378,-0.45555313621356164,0.936168496671942,1.5106531892490327,-0.2759922517834421,-1.1442330290245994
4.009829366388913,0.9915691662192614,-0.2747629048710136,0.5350194366588167,0.6879201481932871,-0.1075637219075494,0.8839748467416495
2.2547014873748625,0.660923284616433,0.9438957714754146,0.25261723732134733,0.6106602604449701,1.0460609749974286,-0.8420190585709457
2.742114162858167,0.6979269367110487,-2.5064154145890423,-0.8313444482874336,6.857893707508525,4.694809580408084,-3.6799452147553864
3.029583807602708,0.5119150262240404,-1.6124595701243114,0.12427274182953324,2.738364059947477,0.742634014874535,0.19949212075791703
2.294432510042844,0.8986769750184798,-0.4771174905849224,3.04436745600458,2.704774106986228,-1.397733271458709,-0.580205895054239
2.3988821509119873,0.5886591833547451,-1.6215144890489726,-5.280365383220762,0.6109299435737503,6.170724837480132,8.246402783718201
2.4158632547768613,0.5396738387693667,-1.2213271741563743,-1.1707648312156194,1.9803186562752475,2.0022970868223355,0.5678568863275736
2.0340584811720768,0.4402415212722357,0.7432744541539476,0.7045478296699579,0.26085002837283594,-0.5182624063101623,0.026838093673631283
3.1399842922714916,0.7600941475835729,0.3869143840259818,0.33561145302793294,0.17574632910380278,0.29013380265503613,-0.09959558403204084
1.792028019413231,0.33305304648843087,1.9857086679343814,1.0677345773001379,-0.2283959957099883,0.6609200834948602,-1.1653312178549529
2.7259024689666163,0.7782228946314189,-0.019861079019524924,-0.16146056444493911,0.38211052926847316,0.7948991052090267,0.26644283619851583
2.593595007525164,0.5860175730165316,-2.51211798231207,-0.5671826277904884,3.888952980420763,0.975038208780951,2.6781052086298254
3.1412600607487122,0.7106770565584751,-0.41629899352298944,0.31127158209356404,0.7303823072713828,-0.015541666367462278,0.9481291082357337
2.2950427395197956,0.687964267451904,2.7628765515132705,0.6324773827948608,-2.501816150120568,-0.11193196386769715,0.5942356461124444
